Date,Dish Name,Quantity Sold,Price per Dish (INR),Total Sales (INR),Ingredients,Feedback
05-16-2023,Samosa,67.0,15,1005.0,"Potato, Peas, Spices",
2023-05-16,LASSI,,30,,"Yogurt, Sugar, Water",Very tasty
05-16-2023,Chaat,,30,,"Pani, Sev, Spices",Very tasty
16/05/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
05-16-2023,Vadd Pav,77.0,22,1694.0,"Potato, Bread, Spices",Too spicy
2023-05-16,CHOLE BHTURE,20.0,55,1100.0,"Chickpeas, Flour, Spices",Average
2023-05-16,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
17/05/2023,Masala Dosa,21.0,40,840.0,"Rice, Lentils, Spices",Not good
2023-05-17,Vada Pav,,25,,"Potato, Bread, Spices",Average
17/05/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
05-17-2023,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
17/05/2023,Biryani,,120,,"Rice, Meat, Spices",Too spicy
2023-05-17,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
05-17-2023,pav bhaji,69.0,45,3105.0,"Potatoes, Vegetables, Bread",Very tasty
2023-05-17,Samosa,8.0,15,120.0,"Potato, Peas, Spices",Average
2023-05-17,Lassi,,30,,"Yogurt, Sugar, Water",
17/05/2023,Chaat,31.0,30,930.0,"Pani, Sev, Spices",Not good
05-17-2023,Maaasala Dosa,17.0,35,595.0,"Rice, Lentils, Spices",Too spicy
2023-05-17,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
05-17-2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
05-17-2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
05-18-2023,Masala Dosa,,40,,"Rice, Lentils, Spices",
18/05/2023,Vada Pav,,25,,"Potato, Bread, Spices",Not good
05-18-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
18/05/2023,Pani Puri,45.0,10,450.0,"Flour, Water, Spices",Too spicy
2023-05-18,Biryani,74.0,120,8880.0,"Rice, Meat, Spices",
05-18-2023,Chole Bhature,48.0,50,2400.0,"Chickpeas, Flour, Spices",Too spicy
2023-05-18,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
18/05/2023,Samosa,,15,,"Potato, Peas, Spices",Average
2023-05-18,Lassi,63.0,30,1890.0,"Yogurt, Sugar, Water",Very tasty
18/05/2023,Chaat,23.0,30,690.0,"Pani, Sev, Spices",Very tasty
2023-05-18,Maaasala Dosa,81.0,35,2835.0,"Rice, Lentils, Spices",Average
05-18-2023,Vadd Pav,57.0,22,1254.0,"Potato, Bread, Spices",Too spicy
18/05/2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
18/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
05-19-2023,Masala Dosa,,40,,"Rice, Lentils, Spices",Not good
05-19-2023,Vada Pav,97.0,25,2425.0,"Potato, Bread, Spices",Too spicy
19/05/2023,Sandwich,59.0,20,1180.0,"Bread, Cheese, Vegetables",Too spicy
05-19-2023,Pani Puri,,10,,"Flour, Water, Spices",
2023-05-19,BIRYANI,,120,,"Rice, Meat, Spices",Average
19/05/2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
19/05/2023,Pav Bhaji,96.0,45,4320.0,"Potatoes, Vegetables, Bread",
2023-05-19,Samosa,47.0,15,705.0,"Potato, Peas, Spices",Not good
05-19-2023,Lassi,,30,,"Yogurt, Sugar, Water",
05-19-2023,Chaat,,30,,"Pani, Sev, Spices",Not good
05-19-2023,Maaasala Dosa,96.0,35,3360.0,"Rice, Lentils, Spices",Very tasty
19/05/2023,Vadd Pav,7.0,22,154.0,"Potato, Bread, Spices",Too spicy
19/05/2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
05-19-2023,Pav Bhaji,9.0,45,405.0,"Potatoes, Vegetables, Bread",Not good
20/05/2023,Masala Dosa,52.0,40,2080.0,"Rice, Lentils, Spices",Very tasty
05-20-2023,Vada Pav,90.0,25,2250.0,"Potato, Bread, Spices",Very tasty
20/05/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",
05-20-2023,Pani Puri,,10,,"Flour, Water, Spices",Average
20/05/2023,Biryani,67.0,120,8040.0,"Rice, Meat, Spices",Average
05-20-2023,Chole Bhature,47.0,50,2350.0,"Chickpeas, Flour, Spices",Not good
20/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
2023-05-20,Samosa,,15,,"Potato, Peas, Spices",Very tasty
20/05/2023,Lassi,43.0,30,1290.0,"Yogurt, Sugar, Water",Too spicy
2023-05-20,Chaat,,30,,"Pani, Sev, Spices",
20/05/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
05-20-2023,Vadd Pav,,22,,"Potato, Bread, Spices",
2023-05-20,chole bhture,34.0,55,1870.0,"Chickpeas, Flour, Spices",Too spicy
2023-05-20,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
05-21-2023,Masala Dosa,45.0,40,1800.0,"Rice, Lentils, Spices",Too spicy
21/05/2023,Vada Pav,,25,,"Potato, Bread, Spices",
05-21-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
2023-05-21,Pani Puri,,10,,"Flour, Water, Spices",Average
21/05/2023,Biryani,96.0,120,11520.0,"Rice, Meat, Spices",Too spicy
05-21-2023,Chole Bhature,92.0,50,4600.0,"Chickpeas, Flour, Spices",Not good
21/05/2023,Pav Bhaji,76.0,45,3420.0,"Potatoes, Vegetables, Bread",
2023-05-21,Samosa,93.0,15,1395.0,"Potato, Peas, Spices",Very tasty
05-21-2023,Lassi,19.0,30,570.0,"Yogurt, Sugar, Water",
2023-05-21,Chaat,49.0,30,1470.0,"Pani, Sev, Spices",
05-21-2023,Maaasala Dosa,78.0,35,2730.0,"Rice, Lentils, Spices",
2023-05-21,Vadd Pav,,22,,"Potato, Bread, Spices",Average
2023-05-21,Chole Bhture,97.0,55,5335.0,"Chickpeas, Flour, Spices",Very tasty
21/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
05-22-2023,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
2023-05-22,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
05-22-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
05-22-2023,PANI PURI,,10,,"Flour, Water, Spices",Too spicy
22/05/2023,Biryani,47.0,120,5640.0,"Rice, Meat, Spices",Too spicy
2023-05-22,Chole Bhature,50.0,50,2500.0,"Chickpeas, Flour, Spices",Very tasty
22/05/2023,Pav Bhaji,15.0,45,675.0,"Potatoes, Vegetables, Bread",Average
05-22-2023,Samosa,,15,,"Potato, Peas, Spices",Too spicy
22/05/2023,Lassi,,30,,"Yogurt, Sugar, Water",Not good
2023-05-22,chaat,,30,,"Pani, Sev, Spices",Not good
22/05/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
05-22-2023,Vadd Pav,,22,,"Potato, Bread, Spices",
05-22-2023,Chole Bhture,82.0,55,4510.0,"Chickpeas, Flour, Spices",Very tasty
05-22-2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
23/05/2023,Masala Dosa,21.0,40,840.0,"Rice, Lentils, Spices",
05-23-2023,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
05-23-2023,Sandwich,23.0,20,460.0,"Bread, Cheese, Vegetables",
05-23-2023,Pani Puri,71.0,10,710.0,"Flour, Water, Spices",Too spicy
23/05/2023,biryani,33.0,120,3960.0,"Rice, Meat, Spices",Very tasty
2023-05-23,Chole Bhature,35.0,50,1750.0,"Chickpeas, Flour, Spices",Not good
23/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
05-23-2023,Samosa,64.0,15,960.0,"Potato, Peas, Spices",Not good
05-23-2023,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
05-23-2023,Chaat,,30,,"Pani, Sev, Spices",Too spicy
23/05/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
2023-05-23,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
23/05/2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
23/05/2023,Pav Bhaji,19.0,45,855.0,"Potatoes, Vegetables, Bread",Average
05-24-2023,MASALA DOSA,,40,,"Rice, Lentils, Spices",Too spicy
2023-05-24,Vada Pav,,25,,"Potato, Bread, Spices",
24/05/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
24/05/2023,Pani Puri,100.0,10,1000.0,"Flour, Water, Spices",Too spicy
05-24-2023,BIRYANI,,120,,"Rice, Meat, Spices",
05-24-2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
24/05/2023,Pav Bhaji,50.0,45,2250.0,"Potatoes, Vegetables, Bread",
24/05/2023,Samosa,41.0,15,615.0,"Potato, Peas, Spices",
24/05/2023,Lassi,96.0,30,2880.0,"Yogurt, Sugar, Water",Not good
2023-05-24,Chaat,86.0,30,2580.0,"Pani, Sev, Spices",Not good
05-24-2023,Maaasala Dosa,33.0,35,1155.0,"Rice, Lentils, Spices",Not good
2023-05-24,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
2023-05-24,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
05-24-2023,Pav Bhaji,41.0,45,1845.0,"Potatoes, Vegetables, Bread",
25/05/2023,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
2023-05-25,Vada Pav,,25,,"Potato, Bread, Spices",Not good
25/05/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
2023-05-25,Pani Puri,95.0,10,950.0,"Flour, Water, Spices",Not good
05-25-2023,Biryani,,120,,"Rice, Meat, Spices",Average
05-25-2023,Chole Bhature,98.0,50,4900.0,"Chickpeas, Flour, Spices",Not good
2023-05-25,Pav Bhaji,11.0,45,495.0,"Potatoes, Vegetables, Bread",Very tasty
05-25-2023,SAMOSA,,15,,"Potato, Peas, Spices",Not good
25/05/2023,Lassi,,30,,"Yogurt, Sugar, Water",Not good
2023-05-25,Chaat,,30,,"Pani, Sev, Spices",Not good
25/05/2023,maaasala dosa,49.0,35,1715.0,"Rice, Lentils, Spices",Not good
05-25-2023,Vadd Pav,81.0,22,1782.0,"Potato, Bread, Spices",
2023-05-25,Chole Bhture,30.0,55,1650.0,"Chickpeas, Flour, Spices",Not good
2023-05-25,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
05-26-2023,Masala Dosa,28.0,40,1120.0,"Rice, Lentils, Spices",
05-26-2023,Vada Pav,88.0,25,2200.0,"Potato, Bread, Spices",Too spicy
05-26-2023,Sandwich,54.0,20,1080.0,"Bread, Cheese, Vegetables",Very tasty
2023-05-26,Pani Puri,,10,,"Flour, Water, Spices",Average
26/05/2023,Biryani,31.0,120,3720.0,"Rice, Meat, Spices",Average
05-26-2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
05-26-2023,Pav Bhaji,53.0,45,2385.0,"Potatoes, Vegetables, Bread",Too spicy
26/05/2023,Samosa,,15,,"Potato, Peas, Spices",Very tasty
26/05/2023,Lassi,45.0,30,1350.0,"Yogurt, Sugar, Water",Very tasty
05-26-2023,Chaat,73.0,30,2190.0,"Pani, Sev, Spices",Too spicy
05-26-2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
05-26-2023,Vadd Pav,29.0,22,638.0,"Potato, Bread, Spices",
05-26-2023,Chole Bhture,56.0,55,3080.0,"Chickpeas, Flour, Spices",Too spicy
26/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
27/05/2023,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
2023-05-27,Vada Pav,28.0,25,700.0,"Potato, Bread, Spices",
2023-05-27,Sandwich,9.0,20,180.0,"Bread, Cheese, Vegetables",
05-27-2023,Pani Puri,69.0,10,690.0,"Flour, Water, Spices",
2023-05-27,Biryani,59.0,120,7080.0,"Rice, Meat, Spices",Average
2023-05-27,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
2023-05-27,Pav Bhaji,99.0,45,4455.0,"Potatoes, Vegetables, Bread",Not good
2023-05-27,Samosa,,15,,"Potato, Peas, Spices",Average
2023-05-27,Lassi,55.0,30,1650.0,"Yogurt, Sugar, Water",Not good
05-27-2023,Chaat,,30,,"Pani, Sev, Spices",Not good
27/05/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
27/05/2023,Vadd Pav,,22,,"Potato, Bread, Spices",
05-27-2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
05-27-2023,Pav Bhaji,18.0,45,810.0,"Potatoes, Vegetables, Bread",Not good
05-28-2023,Masala Dosa,18.0,40,720.0,"Rice, Lentils, Spices",Not good
2023-05-28,Vada Pav,91.0,25,2275.0,"Potato, Bread, Spices",Too spicy
28/05/2023,SANDWICH,55.0,20,1100.0,"Bread, Cheese, Vegetables",Very tasty
2023-05-28,Pani Puri,27.0,10,270.0,"Flour, Water, Spices",
28/05/2023,Biryani,96.0,120,11520.0,"Rice, Meat, Spices",
05-28-2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
28/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
05-28-2023,Samosa,,15,,"Potato, Peas, Spices",Too spicy
28/05/2023,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
2023-05-28,Chaat,76.0,30,2280.0,"Pani, Sev, Spices",Average
05-28-2023,Maaasala Dosa,38.0,35,1330.0,"Rice, Lentils, Spices",Not good
05-28-2023,Vadd Pav,,22,,"Potato, Bread, Spices",
2023-05-28,CHOLE BHTURE,20.0,55,1100.0,"Chickpeas, Flour, Spices",Average
28/05/2023,Pav Bhaji,7.0,45,315.0,"Potatoes, Vegetables, Bread",Too spicy
2023-05-29,Masala Dosa,72.0,40,2880.0,"Rice, Lentils, Spices",
2023-05-29,Vada Pav,80.0,25,2000.0,"Potato, Bread, Spices",Average
29/05/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
05-29-2023,Pani Puri,55.0,10,550.0,"Flour, Water, Spices",Very tasty
2023-05-29,Biryani,50.0,120,6000.0,"Rice, Meat, Spices",
29/05/2023,Chole Bhature,98.0,50,4900.0,"Chickpeas, Flour, Spices",Average
29/05/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2023-05-29,Samosa,,15,,"Potato, Peas, Spices",Not good
05-29-2023,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
29/05/2023,Chaat,42.0,30,1260.0,"Pani, Sev, Spices",Too spicy
2023-05-29,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
05-29-2023,Vadd Pav,,22,,"Potato, Bread, Spices",Average
05-29-2023,Chole Bhture,68.0,55,3740.0,"Chickpeas, Flour, Spices",Very tasty
2023-05-29,Pav Bhaji,100.0,45,4500.0,"Potatoes, Vegetables, Bread",Average
30/05/2023,Masala Dosa,51.0,40,2040.0,"Rice, Lentils, Spices",Too spicy
30/05/2023,Vada Pav,,25,,"Potato, Bread, Spices",Not good
05-30-2023,Sandwich,17.0,20,340.0,"Bread, Cheese, Vegetables",Too spicy
05-30-2023,PANI PURI,94.0,10,940.0,"Flour, Water, Spices",Not good
2023-05-30,Biryani,46.0,120,5520.0,"Rice, Meat, Spices",
2023-05-30,Chole Bhature,69.0,50,3450.0,"Chickpeas, Flour, Spices",Not good
05-30-2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
05-30-2023,Samosa,,15,,"Potato, Peas, Spices",Too spicy
30/05/2023,Lassi,97.0,30,2910.0,"Yogurt, Sugar, Water",Average
2023-05-30,chaat,,30,,"Pani, Sev, Spices",Very tasty
05-30-2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
30/05/2023,Vadd Pav,75.0,22,1650.0,"Potato, Bread, Spices",Too spicy
30/05/2023,Chole Bhture,30.0,55,1650.0,"Chickpeas, Flour, Spices",Average
05-30-2023,PAV BHAJI,50.0,45,2250.0,"Potatoes, Vegetables, Bread",Average
31/05/2023,Masala Dosa,,40,,"Rice, Lentils, Spices",
2023-05-31,Vada Pav,,25,,"Potato, Bread, Spices",Not good
05-31-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
31/05/2023,Pani Puri,27.0,10,270.0,"Flour, Water, Spices",Very tasty
31/05/2023,Biryani,,120,,"Rice, Meat, Spices",Average
05-31-2023,Chole Bhature,89.0,50,4450.0,"Chickpeas, Flour, Spices",Very tasty
05-31-2023,Pav Bhaji,76.0,45,3420.0,"Potatoes, Vegetables, Bread",Too spicy
2023-05-31,Samosa,,15,,"Potato, Peas, Spices",Too spicy
31/05/2023,Lassi,,30,,"Yogurt, Sugar, Water",Not good
2023-05-31,Chaat,,30,,"Pani, Sev, Spices",
2023-05-31,Maaasala Dosa,43.0,35,1505.0,"Rice, Lentils, Spices",
2023-05-31,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
31/05/2023,Chole Bhture,46.0,55,2530.0,"Chickpeas, Flour, Spices",Too spicy
31/05/2023,Pav Bhaji,84.0,45,3780.0,"Potatoes, Vegetables, Bread",Very tasty
06-01-2023,masala dosa,,40,,"Rice, Lentils, Spices",
01/06/2023,Vada Pav,86.0,25,2150.0,"Potato, Bread, Spices",Too spicy
01/06/2023,Sandwich,90.0,20,1800.0,"Bread, Cheese, Vegetables",Very tasty
06-01-2023,Pani Puri,36.0,10,360.0,"Flour, Water, Spices",Average
01/06/2023,Biryani,,120,,"Rice, Meat, Spices",Too spicy
2023-06-01,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
2023-06-01,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
01/06/2023,Samosa,80.0,15,1200.0,"Potato, Peas, Spices",Average
01/06/2023,Lassi,86.0,30,2580.0,"Yogurt, Sugar, Water",Too spicy
01/06/2023,Chaat,58.0,30,1740.0,"Pani, Sev, Spices",
2023-06-01,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
01/06/2023,Vadd Pav,52.0,22,1144.0,"Potato, Bread, Spices",Not good
06-01-2023,Chole Bhture,49.0,55,2695.0,"Chickpeas, Flour, Spices",Not good
01/06/2023,Pav Bhaji,61.0,45,2745.0,"Potatoes, Vegetables, Bread",Not good
02/06/2023,Masala Dosa,11.0,40,440.0,"Rice, Lentils, Spices",Too spicy
2023-06-02,Vada Pav,,25,,"Potato, Bread, Spices",
06-02-2023,Sandwich,15.0,20,300.0,"Bread, Cheese, Vegetables",Not good
02/06/2023,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
06-02-2023,Biryani,,120,,"Rice, Meat, Spices",Not good
2023-06-02,Chole Bhature,98.0,50,4900.0,"Chickpeas, Flour, Spices",Not good
02/06/2023,pav bhaji,96.0,45,4320.0,"Potatoes, Vegetables, Bread",Too spicy
2023-06-02,Samosa,50.0,15,750.0,"Potato, Peas, Spices",Not good
06-02-2023,Lassi,,30,,"Yogurt, Sugar, Water",Not good
2023-06-02,Chaat,59.0,30,1770.0,"Pani, Sev, Spices",
06-02-2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
06-02-2023,Vadd Pav,54.0,22,1188.0,"Potato, Bread, Spices",Too spicy
06-02-2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
02/06/2023,Pav Bhaji,57.0,45,2565.0,"Potatoes, Vegetables, Bread",Not good
03/06/2023,Masala Dosa,36.0,40,1440.0,"Rice, Lentils, Spices",Very tasty
2023-06-03,Vada Pav,21.0,25,525.0,"Potato, Bread, Spices",Too spicy
03/06/2023,Sandwich,33.0,20,660.0,"Bread, Cheese, Vegetables",Too spicy
2023-06-03,Pani Puri,,10,,"Flour, Water, Spices",Not good
06-03-2023,biryani,,120,,"Rice, Meat, Spices",Too spicy
2023-06-03,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
03/06/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
06-03-2023,Samosa,32.0,15,480.0,"Potato, Peas, Spices",Too spicy
2023-06-03,Lassi,57.0,30,1710.0,"Yogurt, Sugar, Water",Average
06-03-2023,Chaat,98.0,30,2940.0,"Pani, Sev, Spices",Too spicy
03/06/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
06-03-2023,Vadd Pav,,22,,"Potato, Bread, Spices",
06-03-2023,Chole Bhture,77.0,55,4235.0,"Chickpeas, Flour, Spices",Very tasty
06-03-2023,Pav Bhaji,41.0,45,1845.0,"Potatoes, Vegetables, Bread",Not good
04/06/2023,Masala Dosa,27.0,40,1080.0,"Rice, Lentils, Spices",Very tasty
06-04-2023,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
06-04-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
04/06/2023,Pani Puri,48.0,10,480.0,"Flour, Water, Spices",Average
04/06/2023,biryani,66.0,120,7920.0,"Rice, Meat, Spices",Average
06-04-2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
06-04-2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
04/06/2023,Samosa,,15,,"Potato, Peas, Spices",Average
2023-06-04,Lassi,,30,,"Yogurt, Sugar, Water",
04/06/2023,Chaat,,30,,"Pani, Sev, Spices",
04/06/2023,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
2023-06-04,Vadd Pav,,22,,"Potato, Bread, Spices",
2023-06-04,CHOLE BHTURE,,55,,"Chickpeas, Flour, Spices",
2023-06-04,Pav Bhaji,33.0,45,1485.0,"Potatoes, Vegetables, Bread",Average
05/06/2023,Masala Dosa,52.0,40,2080.0,"Rice, Lentils, Spices",
06-05-2023,vada pav,29.0,25,725.0,"Potato, Bread, Spices",Not good
2023-06-05,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
06-05-2023,Pani Puri,,10,,"Flour, Water, Spices",
06-05-2023,Biryani,,120,,"Rice, Meat, Spices",Average
2023-06-05,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
2023-06-05,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
05/06/2023,Samosa,,15,,"Potato, Peas, Spices",Very tasty
2023-06-05,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
06-05-2023,Chaat,95.0,30,2850.0,"Pani, Sev, Spices",Too spicy
06-05-2023,Maaasala Dosa,17.0,35,595.0,"Rice, Lentils, Spices",Average
05/06/2023,Vadd Pav,50.0,22,1100.0,"Potato, Bread, Spices",Not good
06-05-2023,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
2023-06-05,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
06-06-2023,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
06-06-2023,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
06/06/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
06-06-2023,Pani Puri,,10,,"Flour, Water, Spices",Average
06-06-2023,Biryani,19.0,120,2280.0,"Rice, Meat, Spices",Too spicy
2023-06-06,Chole Bhature,61.0,50,3050.0,"Chickpeas, Flour, Spices",
06/06/2023,Pav Bhaji,57.0,45,2565.0,"Potatoes, Vegetables, Bread",Very tasty
06/06/2023,Samosa,93.0,15,1395.0,"Potato, Peas, Spices",Not good
2023-06-06,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
06-06-2023,Chaat,88.0,30,2640.0,"Pani, Sev, Spices",Not good
2023-06-06,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
06-06-2023,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
2023-06-06,Chole Bhture,97.0,55,5335.0,"Chickpeas, Flour, Spices",Average
06/06/2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
07/06/2023,Masala Dosa,6.0,40,240.0,"Rice, Lentils, Spices",Not good
06-07-2023,Vada Pav,,25,,"Potato, Bread, Spices",Average
07/06/2023,Sandwich,,20,,"Bread, Cheese, Vegetables",
06-07-2023,Pani Puri,75.0,10,750.0,"Flour, Water, Spices",Average
07/06/2023,Biryani,,120,,"Rice, Meat, Spices",Average
06-07-2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
07/06/2023,Pav Bhaji,51.0,45,2295.0,"Potatoes, Vegetables, Bread",Very tasty
07/06/2023,Samosa,,15,,"Potato, Peas, Spices",Very tasty
06-07-2023,Lassi,,30,,"Yogurt, Sugar, Water",
07/06/2023,chaat,,30,,"Pani, Sev, Spices",Too spicy
07/06/2023,Maaasala Dosa,70.0,35,2450.0,"Rice, Lentils, Spices",
2023-06-07,Vadd Pav,,22,,"Potato, Bread, Spices",
06-07-2023,Chole Bhture,58.0,55,3190.0,"Chickpeas, Flour, Spices",Not good
2023-06-07,Pav Bhaji,82.0,45,3690.0,"Potatoes, Vegetables, Bread",Too spicy
06-08-2023,MASALA DOSA,,40,,"Rice, Lentils, Spices",Too spicy
08/06/2023,Vada Pav,34.0,25,850.0,"Potato, Bread, Spices",
06-08-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",
2023-06-08,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
2023-06-08,Biryani,,120,,"Rice, Meat, Spices",Too spicy
2023-06-08,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
08/06/2023,Pav Bhaji,79.0,45,3555.0,"Potatoes, Vegetables, Bread",Too spicy
08/06/2023,Samosa,,15,,"Potato, Peas, Spices",Average
2023-06-08,Lassi,,30,,"Yogurt, Sugar, Water",Not good
08/06/2023,Chaat,92.0,30,2760.0,"Pani, Sev, Spices",Average
08/06/2023,Maaasala Dosa,42.0,35,1470.0,"Rice, Lentils, Spices",Very tasty
2023-06-08,Vadd Pav,,22,,"Potato, Bread, Spices",Average
2023-06-08,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
2023-06-08,Pav Bhaji,58.0,45,2610.0,"Potatoes, Vegetables, Bread",Too spicy
09/06/2023,Masala Dosa,52.0,40,2080.0,"Rice, Lentils, Spices",Average
06-09-2023,Vada Pav,31.0,25,775.0,"Potato, Bread, Spices",Too spicy
06-09-2023,Sandwich,,20,,"Bread, Cheese, Vegetables",
06-09-2023,Pani Puri,86.0,10,860.0,"Flour, Water, Spices",Average
09/06/2023,Biryani,83.0,120,9960.0,"Rice, Meat, Spices",
09/06/2023,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
06-09-2023,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
09/06/2023,Samosa,,15,,"Potato, Peas, Spices",Average
09/06/2023,Lassi,35.0,30,1050.0,"Yogurt, Sugar, Water",Too spicy
09/06/2023,Chaat,,30,,"Pani, Sev, Spices",Very tasty
06-09-2023,Maaasala Dosa,27.0,35,945.0,"Rice, Lentils, Spices",Too spicy
06-09-2023,Vadd Pav,,22,,"Potato, Bread, Spices",
2023-06-09,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
2023-06-09,Pav Bhaji,80.0,45,3600.0,"Potatoes, Vegetables, Bread",Very tasty
10/06/2023,Masala Dosa,,40,,"Rice, Lentils, Spices",
10/06/2023,Vada Pav,70.0,25,1750.0,"Potato, Bread, Spices",Average
10/06/2023,Sandwich,55.0,20,1100.0,"Bread, Cheese, Vegetables",Average
06-10-2023,Pani Puri,85.0,10,850.0,"Flour, Water, Spices",Not good
2023-06-10,Biryani,96.0,120,11520.0,"Rice, Meat, Spices",Not good
2023-06-10,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
